GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AG3001,AHF001,AH3001,AH3002,AH3003,AH3004,AH3005,AH3006
"G2900790","1860","Missouri","290","Grundy","0790","Grundy","34","790",7887,0,7596,6,285,0,,
"G2900810","1860","Missouri","290","Harrison","0810","Harrison","34","810",10626,0,10601,0,25,0,,
"G2900830","1860","Missouri","290","Henry","0830","Henry","34","830",9866,0,8620,1,1245,0,,
"G2900850","1860","Missouri","290","Hickory","0850","Hickory","34","850",4705,0,4503,7,195,0,,
"G2900870","1860","Missouri","290","Holt","0870","Holt","34","870",6550,0,6241,0,309,0,,
"G2900890","1860","Missouri","290","Howard","0890","Howard","34","890",15946,0,9986,74,5886,0,,
"G2900910","1860","Missouri","290","Howell","0910","Howell","34","910",3169,0,3133,0,36,0,,
"G2900930","1860","Missouri","290","Iron","0930","Iron","34","930",5842,0,5529,0,313,0,,
"G2900950","1860","Missouri","290","Jackson","0950","Jackson","34","950",22913,7582,18882,70,3944,17,,
"G2900970","1860","Missouri","290","Jasper","0970","Jasper","34","970",6883,0,6533,15,335,0,,
"G2900990","1860","Missouri","290","Jefferson","0990","Jefferson","34","990",10344,0,9763,17,564,0,,
"G2901010","1860","Missouri","290","Johnson","1010","Johnson","34","1010",14644,0,12743,5,1896,0,,
"G2901030","1860","Missouri","290","Knox","1030","Knox","34","1030",8727,0,8436,7,284,0,,
"G2901050","1860","Missouri","290","Laclede","1050","Laclede","34","1050",5182,0,4875,2,305,0,,
"G2901070","1860","Missouri","290","Lafayette","1070","Lafayette","34","1070",20098,4122,13688,36,6374,0,,
"G2901090","1860","Missouri","290","Lawrence","1090","Lawrence","34","1090",8846,0,8559,3,284,0,,
"G2901110","1860","Missouri","290","Lewis","1110","Lewis","34","1110",12286,0,10983,24,1279,0,,
"G2901130","1860","Missouri","290","Lincoln","1130","Lincoln","34","1130",14210,0,11347,23,2840,0,,
"G2901150","1860","Missouri","290","Linn","1150","Linn","34","1150",9112,0,8509,26,577,0,,
"G2901170","1860","Missouri","290","Livingston","1170","Livingston","34","1170",7417,0,6812,0,605,0,,
"G2901190","1860","Missouri","290","McDonald","1190","Mcdonald","34","1190",4038,0,3957,9,72,0,,
"G2901210","1860","Missouri","290","Macon","1210","Macon","34","1210",14346,0,13673,13,660,0,,
"G2901230","1860","Missouri","290","Madison","1230","Madison","34","1230",5664,0,5179,18,467,0,,
"G2901250","1860","Missouri","290","Maries","1250","Maries","34","1250",4901,0,4830,7,64,0,,
"G2901270","1860","Missouri","290","Marion","1270","Marion","34","1270",18838,6505,15732,89,3017,0,,
"G2901290","1860","Missouri","290","Mercer","1290","Mercer","34","1290",9300,0,9274,2,24,0,,
"G2901310","1860","Missouri","290","Miller","1310","Miller","34","1310",6812,0,6572,2,238,0,,
"G2901330","1860","Missouri","290","Mississippi","1330","Mississippi","34","1330",4859,0,3849,0,1010,0,,
"G2901350","1860","Missouri","290","Moniteau","1350","Moniteau","34","1350",10124,0,9375,4,745,0,,
"G2901370","1860","Missouri","290","Monroe","1370","Monroe","34","1370",14785,0,11722,42,3021,0,,
"G2901390","1860","Missouri","290","Montgomery","1390","Montgomery","34","1390",9718,0,8061,10,1647,0,,
"G2901410","1860","Missouri","290","Morgan","1410","Morgan","34","1410",8202,0,7545,8,649,0,,
"G2901430","1860","Missouri","290","New Madrid","1430","New Madrid","34","1430",5654,0,3863,14,1777,0,,
"G2901450","1860","Missouri","290","Newton","1450","Newton","34","1450",9319,0,8842,51,426,0,,
"G2901470","1860","Missouri","290","Nodaway","1470","Nodaway","34","1470",5252,0,5123,2,127,0,,
"G2901490","1860","Missouri","290","Oregon","1490","Oregon","34","1490",3009,0,2983,0,26,0,,
"G2901510","1860","Missouri","290","Osage","1510","Osage","34","1510",7879,0,7623,0,256,0,,
"G2901530","1860","Missouri","290","Ozark","1530","Ozark","34","1530",2447,0,2361,43,43,0,,
"G2901550","1860","Missouri","290","Pemiscot","1550","Pemiscot","34","1550",2962,0,2682,12,268,0,,
"G2901570","1860","Missouri","290","Perry","1570","Perry","34","1570",9128,0,8366,23,739,0,,
"G2901590","1860","Missouri","290","Pettis","1590","Pettis","34","1590",9392,0,7504,6,1882,0,,
"G2901610","1860","Missouri","290","Phelps","1610","Phelps","34","1610",5714,0,5628,2,84,0,,
"G2901630","1860","Missouri","290","Pike","1630","Pike","34","1630",18417,0,14302,60,4055,0,,
"G2901650","1860","Missouri","290","Platte","1650","Platte","34","1650",18350,0,14981,56,3313,0,,
"G2901670","1860","Missouri","290","Polk","1670","Polk","34","1670",9995,0,9468,15,512,0,,
"G2901690","1860","Missouri","290","Pulaski","1690","Pulaski","34","1690",3835,0,3779,0,56,0,,
"G2901710","1860","Missouri","290","Putnam","1710","Putnam","34","1710",9207,0,9176,0,31,0,,
"G2901730","1860","Missouri","290","Ralls","1730","Ralls","34","1730",8592,0,6788,13,1791,0,,
"G2901750","1860","Missouri","290","Randolph","1750","Randolph","34","1750",11407,0,8777,11,2619,0,,
"G2901770","1860","Missouri","290","Ray","1770","Ray","34","1770",14092,0,12038,7,2047,0,,
"G2901790","1860","Missouri","290","Reynolds","1790","Reynolds","34","1790",3173,0,3135,0,38,0,,
"G2901810","1860","Missouri","290","Ripley","1810","Ripley","34","1810",3747,0,3666,3,78,0,,
"G2901830","1860","Missouri","290","St Charles","1830","St Charles","34","1830",16523,3239,14313,29,2181,0,,
"G2901850","1860","Missouri","290","St Clair","1850","St Clair","34","1850",6812,0,6229,9,574,0,,
"G2901860","1860","Missouri","290","Ste Genevieve","1860","Ste Genevieve","34","1930",8029,0,7323,89,617,0,,
"G2901870","1860","Missouri","290","St Francois","1870","St Francois","34","1870",7249,0,6292,80,877,0,,
"G2901890","1860","Missouri","290","St Louis","1890","St Louis","34","1890",190524,164766,184313,1865,4346,0,,
"G2901950","1860","Missouri","290","Saline","1950","Saline","34","1950",14699,0,9800,23,4876,0,,
"G2901970","1860","Missouri","290","Schuyler","1970","Schuyler","34","1970",6697,0,6658,0,39,0,,
"G2901990","1860","Missouri","290","Scotland","1990","Scotland","34","1990",8873,0,8742,0,131,0,,
"G2902010","1860","Missouri","290","Scott","2010","Scott","34","2010",5247,0,4730,14,503,0,,
"G2902030","1860","Missouri","290","Shannon","2030","Shannon","34","2030",2284,0,2271,0,13,0,,
"G2902050","1860","Missouri","290","Shelby","2050","Shelby","34","2050",7301,0,6565,12,724,0,,
"G2902070","1860","Missouri","290","Stoddard","2070","Stoddard","34","2070",7877,0,7659,3,215,0,,
"G2902090","1860","Missouri","290","Stone","2090","Stone","34","2090",2400,0,2384,0,16,0,,
"G2902110","1860","Missouri","290","Sullivan","2110","Sullivan","34","2110",9198,0,9095,1,102,0,,
"G2902130","1860","Missouri","290","Taney","2130","Taney","34","2130",3576,0,3489,5,82,0,,
"G2902150","1860","Missouri","290","Texas","2150","Texas","34","2150",6067,0,6009,2,56,0,,
"G2902170","1860","Missouri","290","Vernon","2170","Vernon","34","2170",4850,0,4711,2,136,1,,
"G2902190","1860","Missouri","290","Warren","2190","Warren","34","2190",8839,0,7798,7,1034,0,,
"G2902210","1860","Missouri","290","Washington","2210","Washington","34","2210",9723,0,8670,25,1028,0,,
"G2902230","1860","Missouri","290","Wayne","2230","Wayne","34","2230",5629,0,5361,7,261,0,,
"G2902250","1860","Missouri","290","Webster","2250","Webster","34","2250",7099,0,6879,0,220,0,,
"G2902290","1860","Missouri","290","Wright","2290","Wright","34","2290",4508,0,4441,0,66,1,,
"G3150015","1860","Nebraska Territory","315","Buffalo","0015","Buffalo","35","190",114,0,114,0,0,0,,
"G3150035","1860","Nebraska Territory","315","Burt","0035","Burt","35","210",388,0,388,0,0,0,,
"G3150055","1860","Nebraska Territory","315","Butler","0055","Butler","35","230",27,0,27,0,0,0,,
"G3150075","1860","Nebraska Territory","315","Calhoun","0075","Calhoun","35","1550",41,0,41,0,0,0,,
"G3150095","1860","Nebraska Territory","315","Cass","0095","Cass","35","250",3369,0,3369,0,0,0,,
"G3150115","1860","Nebraska Territory","315","Cedar","0115","Cedar","35","270",246,0,243,3,0,0,,
"G3150135","1860","Nebraska Territory","315","Clay","0135","Clay","35","350",165,0,165,0,0,0,,
"G3150155","1860","Nebraska Territory","315","Cuming","0155","Cuming","35","390",67,0,67,0,0,0,,
"G3150175","1860","Nebraska Territory","315","Dakota","0175","Dakota","35","430",819,0,806,13,0,0,,
"G3150195","1860","Nebraska Territory","315","Dawson","0195","Dawson","35","470",16,0,16,0,0,0,,
"G3150215","1860","Nebraska Territory","315","Dixon","0215","Dixon","35","510",247,0,247,0,0,0,,
"G3150235","1860","Nebraska Territory","315","Dodge","0235","Dodge","35","530",309,0,309,0,0,0,,
"G3150255","1860","Nebraska Territory","315","Douglas","0255","Douglas","35","550",4328,0,4305,21,0,2,,
"G3150275","1860","Nebraska Territory","315","Gage","0275","Gage","35","670",421,0,421,0,0,0,,
"G3150295","1860","Nebraska Territory","315","Greene","0295","Greene","35","1590",16,0,16,0,0,0,,
"G3150315","1860","Nebraska Territory","315","Hall","0315","Hall","35","790",116,0,116,0,0,0,,
"G3150335","1860","Nebraska Territory","315","Johnson/Johnston","0335","Johnson/Johnston","35","970",528,0,528,0,0,0,,
"G3150355","1860","Nebraska Territory","315","Jones","0355","Jones","35","950",122,0,122,0,0,0,,
"G3150375","1860","Nebraska Territory","315","Kearney","0375","Kearney","35","990",474,0,465,4,5,0,,
"G3150395","1860","Nebraska Territory","315","Lancaster","0395","Lancaster","35","1090",153,0,153,0,0,0,,
"G3150415","1860","Nebraska Territory","315","L'Eau Qui Court","0415","L'Eau Qui","35","1070",152,0,135,14,0,3,,
"G3150455","1860","Nebraska Territory","315","Merrick","0455","Merrick","35","1210",109,0,107,0,0,2,,
"G3150475","1860","Nebraska Territory","315","Nemaha","0475","Nemaha","35","1270",3139,0,3097,5,0,37,,
"G3150495","1860","Nebraska Territory","315","Nuckolls","0495","Nuckolls","35","1290",22,0,22,0,0,0,,
"G3150515","1860","Nebraska Territory","315","Otoe","0515","Otoe","35","1310",4211,0,4194,4,10,3,,
"G3150535","1860","Nebraska Territory","315","Pawnee","0535","Pawnee","35","1330",882,0,882,0,0,0,,
"G3150585","1860","Nebraska Territory","315","Platte-Madison [multi-county reporting area]","0585","Platte-Madison (multi-county reporting area)","35","1415",782,0,775,0,0,7,,
"G3150595","1860","Nebraska Territory","315","Polk","0595","Polk","35","1430",19,0,19,0,0,0,,
"G3150615","1860","Nebraska Territory","315","Richardson","0615","Richardson","35","1470",2835,0,2834,1,0,0,,
"G3150635","1860","Nebraska Territory","315","Saline","0635","Saline","35","1510",39,0,39,0,0,0,,
"G3150655","1860","Nebraska Territory","315","Sarpy","0655","Sarpy","35","1530",1201,0,1199,0,0,2,,
"G3150675","1860","Nebraska Territory","315","Shorter","0675","Shorter","35","1635",117,0,114,0,0,3,,
"G3150695","1860","Nebraska Territory","315","Unorganized Territory","0695","Unorganized Territory","35","9995",2118,0,2112,2,0,4,,
"G3150715","1860","Nebraska Territory","315","Washington","0715","Washington","35","1770",1249,0,1249,0,0,0,,
"G3300010","1860","New Hampshire","330","Belknap","0010","Belknap","4","10",18549,0,18510,39,0,0,,
"G3300030","1860","New Hampshire","330","Carroll","0030","Carroll","4","30",20465,0,20465,0,0,0,,
"G3300050","1860","New Hampshire","330","Cheshire","0050","Cheshire","4","50",27434,4320,27399,35,0,0,,
"G3300070","1860","New Hampshire","330","Coos","0070","Coos","4","70",13161,0,13154,7,0,0,,
"G3300090","1860","New Hampshire","330","Grafton","0090","Grafton","4","90",42260,0,42237,23,0,0,,
"G3300110","1860","New Hampshire","330","Hillsborough","0110","Hillsborough","4","110",62140,30172,62033,107,0,0,,
"G3300130","1860","New Hampshire","330","Merrimack","0130","Merrimack","4","130",41408,10896,41286,122,0,0,,
"G3300150","1860","New Hampshire","330","Rockingham","0150","Rockingham","4","150",50122,9335,50025,97,0,0,,
"G3300170","1860","New Hampshire","330","Strafford","0170","Strafford","4","170",31493,13289,31462,31,0,0,,
"G3300190","1860","New Hampshire","330","Sullivan","0190","Sullivan","4","190",19041,4026,19008,33,0,0,,
"G3400010","1860","New Jersey","340","Atlantic","0010","Atlantic","12","10",11786,0,11592,194,0,0,,
"G3400030","1860","New Jersey","340","Bergen","0030","Bergen","12","30",21618,0,19955,1663,0,0,,
"G3400050","1860","New Jersey","340","Burlington","0050","Burlington","12","50",49730,5174,47506,2224,0,0,,
"G3400070","1860","New Jersey","340","Camden","0070","Camden","12","70",34457,14358,31883,2574,0,0,,
"G3400090","1860","New Jersey","340","Cape May","0090","Cape May","12","90",7130,0,6857,273,0,0,,
"G3400110","1860","New Jersey","340","Cumberland","0110","Cumberland","12","110",22605,0,21310,1295,0,0,,
"G3400130","1860","New Jersey","340","Essex","0130","Essex","12","130",98877,80818,97120,1757,0,0,,
"G3400150","1860","New Jersey","340","Gloucester","0150","Gloucester","12","150",18444,0,17737,707,0,0,,
"G3400170","1860","New Jersey","340","Hudson","0170","Hudson","12","170",62717,46117,62064,653,0,0,,
"G3400190","1860","New Jersey","340","Hunterdon","0190","Hunterdon","12","190",33654,2699,32854,796,4,0,,
"G3400210","1860","New Jersey","340","Mercer","0210","Mercer","12","210",37419,17228,35194,2225,0,0,,
"G3400230","1860","New Jersey","340","Middlesex","0230","Middlesex","12","230",34812,11256,33504,1307,1,0,,
"G3400250","1860","New Jersey","340","Monmouth","0250","Monmouth","12","250",39346,0,36688,2658,0,0,,
"G3400270","1860","New Jersey","340","Morris","0270","Morris","12","270",34677,0,33990,686,1,0,,
"G3400290","1860","New Jersey","340","Ocean","0290","Ocean","12","290",11176,0,11052,124,0,0,,
"G3400310","1860","New Jersey","340","Passaic","0310","Passaic","12","310",29013,19586,28454,557,2,0,,
"G3400330","1860","New Jersey","340","Salem","0330","Salem","12","330",22458,3865,19996,2462,0,0,,
"G3400350","1860","New Jersey","340","Somerset","0350","Somerset","12","350",22057,0,20460,1588,9,0,,
"G3400370","1860","New Jersey","340","Sussex","0370","Sussex","12","370",23846,0,23522,324,0,0,,
"G3400390","1860","New Jersey","340","Union","0390","Union","12","390",27780,18697,26915,865,0,0,,
"G3400410","1860","New Jersey","340","Warren","0410","Warren","12","410",28433,0,28046,386,1,0,,
"G3550015","1860","New Mexico Territory","355","Arizona","0015","Arizona","66","5",6482,0,2421,21,0,4040,0,
"G3550035","1860","New Mexico Territory","355","Bernalillo","0035","Bernalillo","66","10",8769,0,8574,9,0,186,0,
"G3550115","1860","New Mexico Territory","355","Dona Ana","0115","Dona Ana","66","130",6239,0,6239,0,0,0,0,
"G3550255","1860","New Mexico Territory","355","Mora","0255","Mora","66","330",5566,0,5524,14,0,28,0,
"G3550315","1860","New Mexico Territory","355","Rio Arriba","0315","Rio Arriba","66","390",9849,0,9329,0,0,520,0,
"G3550395","1860","New Mexico Territory","355","San Miguel","0395","San Miguel","66","470",13714,0,13670,1,0,43,0,
"G3550415","1860","New Mexico Territory","355","Santa Anna","0415","Santa Anna","66","475",3572,0,1505,0,0,2067,0,
"G3550435","1860","New Mexico Territory","355","Santa Fe","0435","Santa Fe","66","490",8114,4635,7995,27,0,55,37,
"G3550475","1860","New Mexico Territory","355","Socorro","0475","Socorro","66","530",5787,0,5706,6,0,75,0,
"G3550495","1860","New Mexico Territory","355","Taos","0495","Taos","66","550",14103,0,13479,7,0,617,0,
"G3550555","1860","New Mexico Territory","355","Valencia","0555","Valencia","66","610",11321,0,8482,0,0,2821,18,
"G3600010","1860","New York","360","Albany","0010","Albany","13","10",113917,79987,112978,938,0,1,,
"G3600030","1860","New York","360","Allegany","0030","Allegany","13","30",41881,0,41617,264,0,0,,
"G3600070","1860","New York","360","Broome","0070","Broome","13","70",35906,8325,35442,464,0,0,,
"G3600090","1860","New York","360","Cattaraugus","0090","Cattaraugus","13","90",43886,0,43735,151,0,0,,
"G3600110","1860","New York","360","Cayuga","0110","Cayuga","13","110",55767,10986,55316,451,0,0,,
"G3600130","1860","New York","360","Chautauqua","0130","Chautauqua","13","130",58422,3155,58213,205,0,4,,
"G3600150","1860","New York","360","Chemung","0150","Chemung","13","150",26917,0,26345,572,0,0,,
"G3600170","1860","New York","360","Chenango","0170","Chenango","13","170",40934,0,40671,263,0,0,,
"G3600190","1860","New York","360","Clinton","0190","Clinton","13","190",45735,3032,45607,128,0,0,,
"G3600210","1860","New York","360","Columbia","0210","Columbia","13","210",47172,7187,45792,1380,0,0,,
"G3600230","1860","New York","360","Cortland","0230","Cortland","13","230",26294,0,26278,16,0,0,,
"G3600250","1860","New York","360","Delaware","0250","Delaware","13","250",42465,0,42279,186,0,0,,
"G3600270","1860","New York","360","Dutchess","0270","Dutchess","13","270",64941,14726,62890,2051,0,0,,
"G3600290","1860","New York","360","Erie","0290","Erie","13","290",141971,81129,141093,878,0,0,,
"G3600310","1860","New York","360","Essex","0310","Essex","13","310",28214,0,28091,123,0,0,,
"G3600330","1860","New York","360","Franklin","0330","Franklin","13","330",30837,0,30818,19,0,0,,
"G3600350","1860","New York","360","Fulton","0350","Fulton","13","350",24162,0,23977,185,0,0,,
"G3600370","1860","New York","360","Genesee","0370","Genesee","13","370",32189,2560,32105,84,0,0,,
"G3600390","1860","New York","360","Greene","0390","Greene","13","390",31930,0,31111,819,0,0,,
"G3600410","1860","New York","360","Hamilton","0410","Hamilton","13","410",3024,0,3019,3,0,2,,
"G3600430","1860","New York","360","Herkimer","0430","Herkimer","13","430",40561,0,40309,251,0,1,,
"G3600450","1860","New York","360","Jefferson","0450","Jefferson","13","450",69825,0,69611,209,0,5,,
"G3600470","1860","New York","360","Kings","0470","Kings","13","470",279122,266661,274123,4999,0,0,,
"G3600490","1860","New York","360","Lewis","0490","Lewis","13","490",28580,0,28541,39,0,0,,
"G3600510","1860","New York","360","Livingston","0510","Livingston","13","510",39546,0,39362,184,0,0,,
"G3600530","1860","New York","360","Madison","0530","Madison","13","530",43545,0,43160,300,0,85,,
"G3600550","1860","New York","360","Monroe","0550","Monroe","13","550",100648,48204,100081,567,0,0,,
"G3600570","1860","New York","360","Montgomery","0570","Montgomery","13","570",30866,0,30509,357,0,0,,
"G3600610","1860","New York","360","New York","0610","New York","13","610",813669,813669,801088,12574,0,7,,
"G3600630","1860","New York","360","Niagara","0630","Niagara","13","630",50399,10871,49882,517,0,0,,
"G3600650","1860","New York","360","Oneida","0650","Oneida","13","650",105202,26113,104563,638,0,1,,
"G3600670","1860","New York","360","Onondaga","0670","Onondaga","13","670",90686,28119,90131,555,0,0,,
"G3600690","1860","New York","360","Ontario","0690","Ontario","13","690",44563,4822,43924,639,0,0,,
"G3600710","1860","New York","360","Orange","0710","Orange","13","710",63812,12578,61700,2112,0,0,,
"G3600730","1860","New York","360","Orleans","0730","Orleans","13","730",28717,2970,28586,131,0,0,,
"G3600750","1860","New York","360","Oswego","0750","Oswego","13","750",75958,16816,75623,335,0,0,,
"G3600770","1860","New York","360","Otsego","0770","Otsego","13","770",50157,0,49950,207,0,0,,
"G3600790","1860","New York","360","Putnam","0790","Putnam","13","790",14002,2770,13819,183,0,0,,
"G3600810","1860","New York","360","Queens","0810","Queens","13","810",57391,0,54004,3387,0,0,,
"G3600830","1860","New York","360","Rensselaer","0830","Rensselaer","13","830",86328,39235,85267,1058,0,3,,
"G3600850","1860","New York","360","Richmond","0850","Richmond","13","850",25492,0,24833,659,0,0,,
"G3600870","1860","New York","360","Rockland","0870","Rockland","13","870",22492,2723,21943,549,0,0,,
"G3600890","1860","New York","360","St Lawrence","0890","St Lawrence","13","890",83689,7409,83628,59,0,2,,
"G3600910","1860","New York","360","Saratoga","0910","Saratoga","13","910",51729,0,51038,691,0,0,,
"G3600930","1860","New York","360","Schenectady","0930","Schenectady","13","930",20002,9579,19758,241,0,3,,
"G3600950","1860","New York","360","Schoharie","0950","Schoharie","13","950",34469,0,33985,484,0,0,,
"G3600970","1860","New York","360","Schuyler","0970","Schuyler","13","970",18840,0,18740,100,0,0,,
"G3600990","1860","New York","360","Seneca","0990","Seneca","13","990",28138,3375,27925,213,0,0,,
"G3601010","1860","New York","360","Steuben","1010","Steuben","13","1010",66690,0,66214,475,0,1,,
"G3601030","1860","New York","360","Suffolk","1030","Suffolk","13","1030",43275,0,41461,1798,0,16,,
"G3601050","1860","New York","360","Sullivan","1050","Sullivan","13","1050",32385,0,32291,94,0,0,,
"G3601070","1860","New York","360","Tioga","1070","Tioga","13","1070",28748,0,28499,248,0,1,,
"G3601090","1860","New York","360","Tompkins","1090","Tompkins","13","1090",31409,0,31112,297,0,0,,
"G3601110","1860","New York","360","Ulster","1110","Ulster","13","1110",76381,0,74772,1609,0,0,,
"G3601130","1860","New York","360","Warren","1130","Warren","13","1130",21434,3780,21376,58,0,0,,
"G3601150","1860","New York","360","Washington","1150","Washington","13","1150",45904,0,45643,259,0,2,,
"G3601170","1860","New York","360","Wayne","1170","Wayne","13","1170",47762,0,47489,270,0,3,,
"G3601190","1860","New York","360","Westchester","1190","Westchester","13","1190",99497,13563,97227,2270,0,0,,
"G3601210","1860","New York","360","Wyoming","1210","Wyoming","13","1210",31968,0,31913,52,0,3,,
"G3601230","1860","New York","360","Yates","1230","Yates","13","1230",20290,0,20133,157,0,0,,
"G3700010","1860","North Carolina","370","Alamance","0010","Alamance","47","10",11852,0,7985,422,3445,0,,
"G3700030","1860","North Carolina","370","Alexander","0030","Alexander","47","30",6022,0,5387,24,611,0,,
"G3700050","1860","North Carolina","370","Alleghany","0050","Alleghany","47","50",3590,0,3351,33,206,0,,
"G3700070","1860","North Carolina","370","Anson","0070","Anson","47","70",13664,0,6561,152,6951,0,,
"G3700090","1860","North Carolina","370","Ashe","0090","Ashe","47","90",7956,0,7423,142,391,0,,
"G3700130","1860","North Carolina","370","Beaufort","0130","Beaufort","47","130",14766,0,8160,728,5878,0,,
"G3700150","1860","North Carolina","370","Bertie","0150","Bertie","47","150",14310,0,5806,319,8185,0,,
"G3700170","1860","North Carolina","370","Bladen","0170","Bladen","47","170",11995,0,6233,435,5327,0,,
"G3700190","1860","North Carolina","370","Brunswick","0190","Brunswick","47","190",8406,0,4515,260,3631,0,,
"G3700210","1860","North Carolina","370","Buncombe","0210","Buncombe","47","210",12654,0,10610,111,1933,0,,
"G3700230","1860","North Carolina","370","Burke","0230","Burke","47","230",9237,0,6645,221,2371,0,,
"G3700250","1860","North Carolina","370","Cabarrus","0250","Cabarrus","47","250",10546,0,7391,115,3040,0,,
"G3700270","1860","North Carolina","370","Caldwell","0270","Caldwell","47","270",7497,0,6295,114,1088,0,,
"G3700290","1860","North Carolina","370","Camden","0290","Camden","47","290",5343,0,2942,274,2127,0,,
"G3700310","1860","North Carolina","370","Carteret","0310","Carteret","47","310",8186,0,6064,153,1969,0,,
"G3700330","1860","North Carolina","370","Caswell","0330","Caswell","47","330",16215,0,6578,282,9355,0,,
"G3700350","1860","North Carolina","370","Catawba","0350","Catawba","47","350",10729,0,9033,32,1664,0,,
"G3700370","1860","North Carolina","370","Chatham","0370","Chatham","47","370",19101,0,12549,306,6246,0,,
"G3700390","1860","North Carolina","370","Cherokee","0390","Cherokee","47","390",9166,0,8583,38,519,26,,
"G3700410","1860","North Carolina","370","Chowan","0410","Chowan","47","410",6842,0,2979,150,3713,0,,
"G3700450","1860","North Carolina","370","Cleveland","0450","Cleveland","47","450",12348,0,10108,109,2131,0,,
"G3700470","1860","North Carolina","370","Columbus","0470","Columbus","47","470",8597,0,5779,355,2463,0,,
"G3700490","1860","North Carolina","370","Craven","0490","Craven","47","490",16268,5432,8747,1332,6189,0,,
"G3700510","1860","North Carolina","370","Cumberland","0510","Cumberland","47","510",16369,4790,9554,985,5830,0,,
"G3700530","1860","North Carolina","370","Currituck","0530","Currituck","47","530",7415,0,4669,223,2523,0,,
"G3700570","1860","North Carolina","370","Davidson","0570","Davidson","47","570",16601,0,13376,149,3076,0,,
"G3700590","1860","North Carolina","370","Davie","0590","Davie","47","590",8494,0,6001,101,2392,0,,
"G3700610","1860","North Carolina","370","Duplin","0610","Duplin","47","610",15784,0,8289,371,7124,0,,
"G3700650","1860","North Carolina","370","Edgecombe","0650","Edgecombe","47","650",17376,0,6879,389,10108,0,,
"G3700670","1860","North Carolina","370","Forsyth","0670","Forsyth","47","670",12692,0,10710,218,1764,0,,
"G3700690","1860","North Carolina","370","Franklin","0690","Franklin","47","690",14107,0,6465,566,7076,0,,
"G3700710","1860","North Carolina","370","Gaston","0710","Gaston","47","710",9307,0,6997,111,2199,0,,
"G3700730","1860","North Carolina","370","Gates","0730","Gates","47","730",8443,0,4181,361,3901,0,,
"G3700770","1860","North Carolina","370","Granville","0770","Granville","47","770",23396,0,11187,1123,11086,0,,
"G3700790","1860","North Carolina","370","Greene","0790","Greene","47","790",7925,0,3824,154,3947,0,,
"G3700810","1860","North Carolina","370","Guilford","0810","Guilford","47","810",20056,0,15738,693,3625,0,,
"G3700830","1860","North Carolina","370","Halifax","0830","Halifax","47","830",19442,0,6641,2452,10349,0,,
"G3700850","1860","North Carolina","370","Harnett","0850","Harnett","47","850",8039,0,5352,103,2584,0,,
"G3700870","1860","North Carolina","370","Haywood","0870","Haywood","47","870",5801,0,5474,14,313,0,,
"G3700890","1860","North Carolina","370","Henderson","0890","Henderson","47","890",10448,0,8981,85,1382,0,,
"G3700910","1860","North Carolina","370","Hertford","0910","Hertford","47","910",9504,0,3947,1112,4445,0,,
"G3700950","1860","North Carolina","370","Hyde","0950","Hyde","47","950",7732,0,4682,257,2791,2,,
"G3700970","1860","North Carolina","370","Iredell","0970","Iredell","47","970",15347,0,11141,29,4177,0,,
"G3700990","1860","North Carolina","370","Jackson","0990","Jackson","47","990",5515,0,4179,6,268,1062,,
"G3701010","1860","North Carolina","370","Johnston","1010","Johnston","47","1010",15656,0,10545,195,4916,0,,
"G3701030","1860","North Carolina","370","Jones","1030","Jones","47","1030",5730,0,2204,113,3413,0,,
"G3701070","1860","North Carolina","370","Lenoir","1070","Lenoir","47","1070",10220,0,4902,178,5140,0,,
"G3701090","1860","North Carolina","370","Lincoln","1090","Lincoln","47","1090",8195,0,5999,81,2115,0,,
"G3701110","1860","North Carolina","370","McDowell","1110","Mcdowell","47","1110",7120,0,5542,273,1305,0,,
"G3701130","1860","North Carolina","370","Macon","1130","Macon","47","1130",6004,0,5315,115,519,55,,
"G3701150","1860","North Carolina","370","Madison","1150","Madison","47","1150",5908,0,5678,17,213,0,,
"G3701170","1860","North Carolina","370","Martin","1170","Martin","47","1170",10195,0,5435,451,4309,0,,
"G3701190","1860","North Carolina","370","Mecklenburg","1190","Mecklenburg","47","1190",17374,0,10534,293,6541,6,,
"G3701230","1860","North Carolina","370","Montgomery","1230","Montgomery","47","1230",7649,0,5780,46,1823,0,,
"G3701250","1860","North Carolina","370","Moore","1250","Moore","47","1250",11427,0,8725,184,2518,0,,
"G3701270","1860","North Carolina","370","Nash","1270","Nash","47","1270",11687,0,6320,687,4680,0,,
"G3701290","1860","North Carolina","370","New Hanover","1290","New Hanover","47","1290",21715,9552,10615,767,10331,2,,
"G3701310","1860","North Carolina","370","Northampton","1310","Northampton","47","1310",13372,0,5909,659,6804,0,,
"G3701330","1860","North Carolina","370","Onslow","1330","Onslow","47","1330",8856,0,5195,162,3499,0,,
"G3701350","1860","North Carolina","370","Orange","1350","Orange","47","1350",16947,0,11311,528,5108,0,,
"G3701390","1860","North Carolina","370","Pasquotank","1390","Pasquotank","47","1390",8940,0,4450,1507,2983,0,,
"G3701430","1860","North Carolina","370","Perquimans","1430","Perquimans","47","1430",7238,0,3285,395,3558,0,,
"G3701450","1860","North Carolina","370","Person","1450","Person","47","1450",11221,0,5708,318,5195,0,,
