GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ADI001,ADI002,ADJ001,ADJ002
"G1700810","1850","Illinois","170","Jefferson","0810","Jefferson","21","810",29660,19727,255394,29397
"G1700830","1850","Illinois","170","Jersey","0830","Jersey","21","830",56491,66858,1569220,86345
"G1700850","1850","Illinois","170","Jo Daviess","0850","Jo Daviess","21","850",60311,137839,1334603,95885
"G1700870","1850","Illinois","170","Johnson","0870","Johnson","21","870",9658,18261,109388,9700
"G1700890","1850","Illinois","170","Kane","0890","Kane","21","890",83738,102256,1948290,90746
"G1700930","1850","Illinois","170","Kendall","0930","Kendall","21","930",79257,70885,1335917,94569
"G1700950","1850","Illinois","170","Knox","0950","Knox","21","950",103267,77248,1733708,138708
"G1700970","1850","Illinois","170","Lake","0970","Lake","21","970",88929,127914,1923230,112724
"G1700990","1850","Illinois","170","La Salle","0990","La Salle","21","990",93098,118546,1800483,117158
"G1701010","1850","Illinois","170","Lawrence","1010","Lawrence","21","1010",34684,56968,599680,46757
"G1701030","1850","Illinois","170","Lee","1030","Lee","21","1030",38678,46484,684731,45383
"G1701050","1850","Illinois","170","Livingston","1050","Livingston","21","1050",13334,18499,164407,16718
"G1701070","1850","Illinois","170","Logan","1070","Logan","21","1070",46694,67925,933560,47632
"G1701090","1850","Illinois","170","McDonough","1090","Mcdonough","21","1090",51541,82072,1074099,100920
"G1701110","1850","Illinois","170","McHenry","1110","Mchenry","21","1110",125010,159204,2103114,143299
"G1701130","1850","Illinois","170","McLean","1130","Mclean","21","1130",92540,91730,1577825,87611
"G1701150","1850","Illinois","170","Macon","1150","Macon","21","1150",33330,69901,786603,49902
"G1701170","1850","Illinois","170","Macoupin","1170","Macoupin","21","1170",97897,113892,1679466,112776
"G1701190","1850","Illinois","170","Madison","1190","Madison","21","1190",93251,165067,2435154,142457
"G1701210","1850","Illinois","170","Marion","1210","Marion","21","1210",43916,65250,423732,40882
"G1701230","1850","Illinois","170","Marshall","1230","Marshall","21","1230",36301,58192,820834,49887
"G1701250","1850","Illinois","170","Mason","1250","Mason","21","1250",46223,42201,736200,37559
"G1701270","1850","Illinois","170","Massac","1270","Massac","21","1270",10571,31691,177372,10901
"G1701290","1850","Illinois","170","Menard","1290","Menard","21","1290",55785,55704,1124406,57585
"G1701310","1850","Illinois","170","Mercer","1310","Mercer","21","1310",34929,47434,579764,45589
"G1701330","1850","Illinois","170","Monroe","1330","Monroe","21","1330",39687,74186,722157,57991
"G1701350","1850","Illinois","170","Montgomery","1350","Montgomery","21","1350",49206,86829,660765,53910
"G1701370","1850","Illinois","170","Morgan","1370","Morgan","21","1370",142272,97662,2823800,195028
"G1701390","1850","Illinois","170","Moultrie","1390","Moultrie","21","1390",23132,41839,360821,22294
"G1701410","1850","Illinois","170","Ogle","1410","Ogle","21","1410",77208,146848,1751410,126122
"G1701430","1850","Illinois","170","Peoria","1430","Peoria","21","1430",83718,100790,2089921,124012
"G1701450","1850","Illinois","170","Perry","1450","Perry","21","1450",32333,58544,375401,37238
"G1701470","1850","Illinois","170","Piatt","1470","Piatt","21","1470",23502,22892,274960,15050
"G1701490","1850","Illinois","170","Pike","1490","Pike","21","1490",87957,105455,1447579,115757
"G1701510","1850","Illinois","170","Pope","1510","Pope","21","1510",15629,30898,194685,13348
"G1701530","1850","Illinois","170","Pulaski","1530","Pulaski","21","1530",7332,22809,127613,12781
"G1701550","1850","Illinois","170","Putnam","1550","Putnam","21","1550",28105,27965,661975,35520
"G1701570","1850","Illinois","170","Randolph","1570","Randolph","21","1570",50655,108246,890173,82366
"G1701590","1850","Illinois","170","Richland","1590","Richland","21","1590",13255,25460,179126,15170
"G1701610","1850","Illinois","170","Rock Island","1610","Rock Island","21","1610",24803,47512,519990,48609
"G1701630","1850","Illinois","170","St Clair","1630","St Clair","21","1630",113101,161001,2626504,147041
"G1701650","1850","Illinois","170","Saline","1650","Saline","21","1650",19568,39138,200570,22723
"G1701670","1850","Illinois","170","Sangamon","1670","Sangamon","21","1670",176895,146377,3315533,174831
"G1701690","1850","Illinois","170","Schuyler","1690","Schuyler","21","1690",37776,60313,806991,61275
"G1701710","1850","Illinois","170","Scott","1710","Scott","21","1710",48216,54216,1107798,72581
"G1701730","1850","Illinois","170","Shelby","1730","Shelby","21","1730",51454,109520,998930,66473
"G1701750","1850","Illinois","170","Stark","1750","Stark","21","1750",24552,28480,456594,35455
"G1701770","1850","Illinois","170","Stephenson","1770","Stephenson","21","1770",76343,122319,1889550,107620
"G1701790","1850","Illinois","170","Tazewell","1790","Tazewell","21","1790",72882,92077,1604205,82720
"G1701810","1850","Illinois","170","Union","1810","Union","21","1810",30448,65505,346913,33707
"G1701830","1850","Illinois","170","Vermilion","1830","Vermilion","21","1830",11759,135623,2088541,122111
"G1701850","1850","Illinois","170","Wabash","1850","Wabash","21","1850",24369,39648,407434,35856
"G1701870","1850","Illinois","170","Warren","1870","Warren","21","1870",75334,61267,1171018,106520
"G1701890","1850","Illinois","170","Washington","1890","Washington","21","1890",47557,68276,514118,41599
"G1701910","1850","Illinois","170","Wayne","1910","Wayne","21","1910",23938,45957,280570,27632
"G1701930","1850","Illinois","170","White","1930","White","21","1930",48548,88996,522691,48591
"G1701950","1850","Illinois","170","Whiteside","1950","Whiteside","21","1950",35992,55184,709497,58055
"G1701970","1850","Illinois","170","Will","1970","Will","21","1970",102578,82789,1950289,103461
"G1701990","1850","Illinois","170","Williamson","1990","Williamson","21","1990",27149,31586,253008,31893
"G1702010","1850","Illinois","170","Winnebago","2010","Winnebago","21","2010",64929,94325,1550965,87050
"G1702030","1850","Illinois","170","Woodford","2030","Woodford","21","2030",36651,57842,696205,53510
"G1800010","1850","Indiana","180","Adams","0010","Adams","22","10",22760,50850,612250,26904
"G1800030","1850","Indiana","180","Allen","0030","Allen","22","30",50481,103624,1622930,100050
"G1800050","1850","Indiana","180","Bartholomew","0050","Bartholomew","22","50",70203,96534,2315095,88660
"G1800070","1850","Indiana","180","Benton","0070","Benton","22","70",12100,21092,277360,11568
"G1800090","1850","Indiana","180","Blackford","0090","Blackford","22","90",11740,38647,355555,18391
"G1800110","1850","Indiana","180","Boone","0110","Boone","22","110",54593,109841,1482275,78706
"G1800130","1850","Indiana","180","Brown","0130","Brown","22","130",16984,48586,341145,21163
"G1800150","1850","Indiana","180","Carroll","0150","Carroll","22","150",54876,104830,2056005,125790
"G1800170","1850","Indiana","180","Cass","0170","Cass","22","170",44990,107321,1638645,72617
"G1800190","1850","Indiana","180","Clark","0190","Clark","22","190",65631,84356,2117303,78540
"G1800210","1850","Indiana","180","Clay","0210","Clay","22","210",38811,71213,700645,43534
"G1800230","1850","Indiana","180","Clinton","0230","Clinton","22","230",66553,99204,1432134,83989
"G1800250","1850","Indiana","180","Crawford","0250","Crawford","22","250",24918,55775,434619,28965
"G1800270","1850","Indiana","180","Daviess","0270","Daviess","22","270",54593,93706,813148,62894
"G1800290","1850","Indiana","180","Dearborn","0290","Dearborn","22","290",85335,69209,3627022,121713
"G1800310","1850","Indiana","180","Decatur","0310","Decatur","22","310",86449,90895,2488089,96275
"G1800330","1850","Indiana","180","DeKalb","0330","De Kalb","22","330",31981,85327,981735,37635
"G1800350","1850","Indiana","180","Delaware","0350","Delaware","22","350",51757,99559,1588002,75225
"G1800370","1850","Indiana","180","Dubois","0370","Dubois","22","370",27543,52123,329785,27823
"G1800390","1850","Indiana","180","Elkhart","0390","Elkhart","22","390",67557,93782,1845665,105688
"G1800410","1850","Indiana","180","Fayette","0410","Fayette","22","410",71516,60075,3050791,100608
"G1800430","1850","Indiana","180","Floyd","0430","Floyd","22","430",24742,33174,955500,37473
"G1800450","1850","Indiana","180","Fountain","0450","Fountain","22","450",72347,109952,1867702,108327
"G1800470","1850","Indiana","180","Franklin","0470","Franklin","22","470",90073,142866,4179281,141557
"G1800490","1850","Indiana","180","Fulton","0490","Fulton","22","490",31843,101454,777124,46592
"G1800510","1850","Indiana","180","Gibson","0510","Gibson","22","510",63343,103873,1293112,78686
"G1800530","1850","Indiana","180","Grant","0530","Grant","22","530",37942,69752,1192596,61650
"G1800550","1850","Indiana","180","Greene","0550","Greene","22","550",56254,131371,1034484,60540
"G1800570","1850","Indiana","180","Hamilton","0570","Hamilton","22","570",54250,95954,1618531,98325
"G1800590","1850","Indiana","180","Hancock","0590","Hancock","22","590",48600,87469,1405948,77797
"G1800610","1850","Indiana","180","Harrison","0610","Harrison","22","610",90278,163667,1692289,108611
"G1800630","1850","Indiana","180","Hendricks","0630","Hendricks","22","630",93072,131042,2651292,119032
"G1800650","1850","Indiana","180","Henry","0650","Henry","22","650",89232,107244,2995545,121372
"G1800670","1850","Indiana","180","Howard","0670","Howard","22","670",15551,68734,748268,30088
"G1800690","1850","Indiana","180","Huntington","0690","Huntington","22","690",26703,66507,908669,48013
"G1800710","1850","Indiana","180","Jackson","0710","Jackson","22","710",59503,108582,992532,55128
"G1800730","1850","Indiana","180","Jasper","0730","Jasper","22","730",24161,44077,406790,22048
"G1800750","1850","Indiana","180","Jay","0750","Jay","22","750",29576,74972,799400,48301
"G1800770","1850","Indiana","180","Jefferson","0770","Jefferson","22","770",76449,94558,2062495,101002
"G1800790","1850","Indiana","180","Jennings","0790","Jennings","22","790",55220,103644,1067030,88717
"G1800810","1850","Indiana","180","Johnson","0810","Johnson","22","810",71230,94026,1928575,97233
"G1800830","1850","Indiana","180","Knox","0830","Knox","22","830",50434,89609,823033,51994
"G1800850","1850","Indiana","180","Kosciusko","0850","Kosciusko","22","850",46679,110040,1295348,65575
"G1800870","1850","Indiana","180","Lagrange","0870","Lagrange","22","870",53003,85415,1281700,76744
"G1800890","1850","Indiana","180","Lake","0890","Lake","22","890",25171,34148,400583,24225
"G1800910","1850","Indiana","180","LaPorte","0910","Laporte","22","910",75259,58647,1753121,135882
"G1800930","1850","Indiana","180","Lawrence","0930","Lawrence","22","930",116228,98318,1658231,69808
"G1800950","1850","Indiana","180","Madison","0950","Madison","22","950",61925,116833,1875335,76812
"G1800970","1850","Indiana","180","Marion","0970","Marion","22","970",82525,108648,3461545,114709
"G1800990","1850","Indiana","180","Marshall","0990","Marshall","22","990",20070,65018,565595,35416
"G1801010","1850","Indiana","180","Martin","1010","Martin","22","1010",23982,47337,357389,22602
"G1801030","1850","Indiana","180","Miami","1030","Miami","22","1030",43403,106286,2047497,67682
"G1801050","1850","Indiana","180","Monroe","1050","Monroe","22","1050",81976,94139,1375679,78986
"G1801070","1850","Indiana","180","Montgomery","1070","Montgomery","22","1070",130657,122290,3371179,196208
"G1801090","1850","Indiana","180","Morgan","1090","Morgan","22","1090",83196,119945,1394149,101350
"G1801130","1850","Indiana","180","Noble","1130","Noble","22","1130",32206,74754,1010896,50049
"G1801150","1850","Indiana","180","Ohio","1150","Ohio","22","1150",24056,27159,1202507,35199
"G1801170","1850","Indiana","180","Orange","1170","Orange","22","1170",69133,97089,997225,66601
"G1801190","1850","Indiana","180","Owen","1190","Owen","22","1190",63072,127120,1381711,81132
"G1801210","1850","Indiana","180","Parke","1210","Parke","22","1210",85288,137181,2290909,140672
"G1801230","1850","Indiana","180","Perry","1230","Perry","22","1230",19748,43350,432400,20522
"G1801250","1850","Indiana","180","Pike","1250","Pike","22","1250",33663,57634,388106,33569
"G1801270","1850","Indiana","180","Porter","1270","Porter","22","1270",36882,45855,567590,31579
"G1801290","1850","Indiana","180","Posey","1290","Posey","22","1290",52889,74729,1070819,62955
"G1801310","1850","Indiana","180","Pulaski","1310","Pulaski","22","1310",14620,34271,300630,16658
"G1801330","1850","Indiana","180","Putnam","1330","Putnam","22","1330",111934,138579,3027510,129401
"G1801350","1850","Indiana","180","Randolph","1350","Randolph","22","1350",67037,104984,1940497,97088
"G1801370","1850","Indiana","180","Ripley","1370","Ripley","22","1370",65792,100854,1578335,91059
"G1801390","1850","Indiana","180","Rush","1390","Rush","22","1390",126449,115576,4323533,151104
"G1801410","1850","Indiana","180","St Joseph","1410","St Joseph","22","1410",56081,87474,1440166,106408
"G1801430","1850","Indiana","180","Scott","1430","Scott","22","1430",32083,56849,648108,46656
"G1801450","1850","Indiana","180","Shelby","1450","Shelby","22","1450",86101,121587,2685781,113242
"G1801470","1850","Indiana","180","Spencer","1470","Spencer","22","1470",38310,74164,809939,43732
"G1801490","1850","Indiana","180","Starke","1490","Starke","22","1490",2092,6929,33485,3284
"G1801510","1850","Indiana","180","Steuben","1510","Steuben","22","1510",32125,63189,732879,39635
"G1801530","1850","Indiana","180","Sullivan","1530","Sullivan","22","1530",57471,87617,727335,67036
"G1801550","1850","Indiana","180","Switzerland","1550","Switzerland","22","1550",64356,83120,1850080,70551
"G1801570","1850","Indiana","180","Tippecanoe","1570","Tippecanoe","22","1570",136856,132144,3899280,136047
"G1801590","1850","Indiana","180","Tipton","1590","Tipton","22","1590",10588,57044,408310,20711
"G1801610","1850","Indiana","180","Union","1610","Union","22","1610",52820,40522,1955000,57816
"G1801630","1850","Indiana","180","Vanderburgh","1630","Vanderburgh","22","1630",27754,54923,899785,37761
"G1801650","1850","Indiana","180","Vermillion","1650","Vermillion","22","1650",54294,72535,1327874,69573
"G1801670","1850","Indiana","180","Vigo","1670","Vigo","22","1670",67759,110962,2015962,120687
"G1801690","1850","Indiana","180","Wabash","1690","Wabash","22","1690",44252,111124,1977112,73889
"G1801710","1850","Indiana","180","Warren","1710","Warren","22","1710",87007,65670,1424224,105385
"G1801730","1850","Indiana","180","Warrick","1730","Warrick","22","1730",39463,84239,797346,53436
"G1801750","1850","Indiana","180","Washington","1750","Washington","22","1750",117450,138070,1894342,144674
"G1801770","1850","Indiana","180","Wayne","1770","Wayne","22","1770",135352,122115,5834438,204564
"G1801790","1850","Indiana","180","Wells","1790","Wells","22","1790",23901,68545,858200,46021
"G1801810","1850","Indiana","180","White","1810","White","22","1810",41058,52697,719024,35128
"G1801830","1850","Indiana","180","Whitley","1830","Whitley","22","1830",20353,50085,586090,25397
"G1900050","1850","Iowa","190","Allamakee","0050","Allamakee","31","50",210,420,4500,80
"G1900070","1850","Iowa","190","Appanoose","0070","Appanoose","31","70",4724,18346,77740,5565
"G1900110","1850","Iowa","190","Benton","0110","Benton","31","110",2967,9237,44675,3759
"G1900130","1850","Iowa","190","Black Hawk","0130","Black Hawk","31","130",289,2015,4900,655
"G1900150","1850","Iowa","190","Boone","0150","Boone","31","150",0,0,0,0
"G1900190","1850","Iowa","190","Buchanan","0190","Buchanan","31","190",1888,6893,35020,3060
"G1900310","1850","Iowa","190","Cedar","0310","Cedar","31","310",24241,46830,454897,41714
"G1900390","1850","Iowa","190","Clarke","0390","Clarke","31","390",0,0,0,0
"G1900430","1850","Iowa","190","Clayton","0430","Clayton","31","430",10934,36716,240514,18166
"G1900450","1850","Iowa","190","Clinton","0450","Clinton","31","450",19008,28934,248879,26801
"G1900490","1850","Iowa","190","Dallas","0490","Dallas","31","490",0,0,0,0
"G1900510","1850","Iowa","190","Davis","0510","Davis","31","510",31224,90171,527140,37214
"G1900530","1850","Iowa","190","Decatur","0530","Decatur","31","530",2131,7980,15635,3442
"G1900550","1850","Iowa","190","Delaware","0550","Delaware","31","550",7866,21234,150365,14608
"G1900570","1850","Iowa","190","Des Moines","0570","Des Moines","31","570",56254,95359,1349808,73871
"G1900610","1850","Iowa","190","Dubuque","0610","Dubuque","31","610",37625,122899,798035,60377
"G1900650","1850","Iowa","190","Fayette","0650","Fayette","31","650",585,984,10080,860
"G1900710","1850","Iowa","190","Fremont","0710","Fremont","31","710",4436,1949,42305,5343
"G1900870","1850","Iowa","190","Henry","0870","Henry","31","870",50241,80651,1118118,76883
"G1900950","1850","Iowa","190","Iowa","0950","Iowa","31","950",3494,6163,124485,6208
"G1900970","1850","Iowa","190","Jackson","0970","Jackson","31","970",34857,115158,702646,60750
"G1900990","1850","Iowa","190","Jasper","0990","Jasper","31","990",6173,24347,123591,8992
"G1901010","1850","Iowa","190","Jefferson","1010","Jefferson","31","1010",54499,106577,1082878,79952
"G1901030","1850","Iowa","190","Johnson","1030","Johnson","31","1030",25356,55179,464884,35620
"G1901050","1850","Iowa","190","Jones","1050","Jones","31","1050",13739,25700,240290,19528
"G1901070","1850","Iowa","190","Keokuk","1070","Keokuk","31","1070",21075,62263,465951,28384
"G1901110","1850","Iowa","190","Lee","1110","Lee","31","1110",87186,148328,1622030,92063
"G1901130","1850","Iowa","190","Linn","1130","Linn","31","1130",37216,74549,723398,42350
"G1901150","1850","Iowa","190","Louisa","1150","Louisa","31","1150",29490,51098,475535,31031
"G1901170","1850","Iowa","190","Lucas","1170","Lucas","31","1170",1079,5750,19405,3300
"G1901210","1850","Iowa","190","Madison","1210","Madison","31","1210",1980,11919,41550,3358
"G1901230","1850","Iowa","190","Mahaska","1230","Mahaska","31","1230",25046,74512,580693,36694
"G1901250","1850","Iowa","190","Marion","1250","Marion","31","1250",13619,59942,300134,20975
"G1901270","1850","Iowa","190","Marshall","1270","Marshall","31","1270",953,2420,15595,2657
"G1901350","1850","Iowa","190","Monroe","1350","Monroe","31","1350",13399,43066,261011,26470
"G1901390","1850","Iowa","190","Muscatine","1390","Muscatine","31","1390",25201,49388,551135,44913
"G1901450","1850","Iowa","190","Page","1450","Page","31","1450",1864,0,17240,3265
"G1901530","1850","Iowa","190","Polk","1530","Polk","31","1530",15958,60223,399476,30016
"G1901550","1850","Iowa","190","Pottawattamie","1550","Pottawattamie","31","1550",2835,0,20450,4910
"G1901570","1850","Iowa","190","Poweshiek","1570","Poweshiek","31","1570",2906,12120,59627,5827
"G1901630","1850","Iowa","190","Scott","1630","Scott","31","1630",19993,50404,524983,38717
"G1901710","1850","Iowa","190","Tama","1710","Tama","31","1710",0,0,0,0
"G1901730","1850","Iowa","190","Taylor","1730","Taylor","31","1730",631,0,4535,672
"G1901770","1850","Iowa","190","Van Buren","1770","Van Buren","31","1770",60185,128682,1402620,78672
"G1901790","1850","Iowa","190","Wapello","1790","Wapello","31","1790",43513,98699,782337,59052
"G1901810","1850","Iowa","190","Warren","1810","Warren","31","1810",1815,11684,46300,3246
"G1901830","1850","Iowa","190","Washington","1830","Washington","31","1830",24871,59260,473777,31577
"G1901850","1850","Iowa","190","Wayne","1850","Wayne","31","1850",1126,3333,8400,1272
"G1901910","1850","Iowa","190","Winneshiek","1910","Winneshiek","31","1910",0,0,0,0
"G2100010","1850","Kentucky","210","Adair","0010","Adair","51","10",63746,145395,660390,40547
"G2100030","1850","Kentucky","210","Allen","0030","Allen","51","30",46188,105913,577532,34441
"G2100050","1850","Kentucky","210","Anderson","0050","Anderson","51","50",43208,35333,848029,35944
"G2100070","1850","Kentucky","210","Ballard","0070","Ballard","51","70",20876,87976,369761,23230
"G2100090","1850","Kentucky","210","Barren","0090","Barren","51","90",117604,204564,1322506,89689
"G2100110","1850","Kentucky","210","Bath","0110","Bath","51","110",108170,54783,2739919,61132
"G2100150","1850","Kentucky","210","Boone","0150","Boone","51","150",92910,65369,4036145,96367
"G2100170","1850","Kentucky","210","Bourbon","0170","Bourbon","51","170",168891,1111,7786621,114829
"G2100210","1850","Kentucky","210","Boyle","0210","Boyle","51","210",53717,43151,2356839,53390
"G2100230","1850","Kentucky","210","Bracken","0230","Bracken","51","230",41196,48436,1085670,49268
"G2100250","1850","Kentucky","210","Breathitt","0250","Breathitt","51","250",13517,274043,273828,5846
"G2100270","1850","Kentucky","210","Breckinridge","0270","Breckinridge","51","270",67822,181745,877450,58289
"G2100290","1850","Kentucky","210","Bullitt","0290","Bullitt","51","290",50144,111734,1049359,47210
"G2100310","1850","Kentucky","210","Butler","0310","Butler","51","310",26272,112896,336471,23014
"G2100330","1850","Kentucky","210","Caldwell","0330","Caldwell","51","330",69713,182549,1044893,65108
"G2100350","1850","Kentucky","210","Calloway","0350","Calloway","51","350",48164,184409,531245,42276
"G2100370","1850","Kentucky","210","Campbell","0370","Campbell","51","370",27009,33111,1562444,36592
"G2100410","1850","Kentucky","210","Carroll","0410","Carroll","51","410",30663,36601,996588,26439
"G2100430","1850","Kentucky","210","Carter","0430","Carter","51","430",28234,218630,438950,22746
"G2100450","1850","Kentucky","210","Casey","0450","Casey","51","450",49594,140339,682902,40463
"G2100470","1850","Kentucky","210","Christian","0470","Christian","51","470",105670,171260,2417282,126486
"G2100490","1850","Kentucky","210","Clark","0490","Clark","51","490",153096,17056,4495350,68062
"G2100510","1850","Kentucky","210","Clay","0510","Clay","51","510",19186,137006,310121,9981
"G2100530","1850","Kentucky","210","Clinton","0530","Clinton","51","530",29771,55767,302952,15314
"G2100550","1850","Kentucky","210","Crittenden","0550","Crittenden","51","550",34016,103958,445092,28990
"G2100570","1850","Kentucky","210","Cumberland","0570","Cumberland","51","570",40066,108351,632946,28533
"G2100590","1850","Kentucky","210","Daviess","0590","Daviess","51","590",67408,312489,1882230,82827
"G2100610","1850","Kentucky","210","Edmonson","0610","Edmonson","51","610",20027,75294,273684,16871
"G2100650","1850","Kentucky","210","Estill","0650","Estill","51","650",26839,84619,477452,16102
"G2100670","1850","Kentucky","210","Fayette","0670","Fayette","51","670",173818,1404,9524954,173231
"G2100690","1850","Kentucky","210","Fleming","0690","Fleming","51","690",102879,100906,2593971,93515
"G2100710","1850","Kentucky","210","Floyd","0710","Floyd","51","710",16700,94897,295495,6382
"G2100730","1850","Kentucky","210","Franklin","0730","Franklin","51","730",61895,52969,1740210,64078
"G2100750","1850","Kentucky","210","Fulton","0750","Fulton","51","750",17672,44948,389055,19408
"G2100770","1850","Kentucky","210","Gallatin","0770","Gallatin","51","770",25976,32497,809264,22748
"G2100790","1850","Kentucky","210","Garrard","0790","Garrard","51","790",92140,47989,2441720,60879
"G2100810","1850","Kentucky","210","Grant","0810","Grant","51","810",40544,74839,1201640,39858
"G2100830","1850","Kentucky","210","Graves","0830","Graves","51","830",56868,228342,771845,62751
"G2100850","1850","Kentucky","210","Grayson","0850","Grayson","51","850",36612,115857,321725,29555
"G2100870","1850","Kentucky","210","Green","0870","Green","51","870",61323,114576,795015,37080
"G2100890","1850","Kentucky","210","Greenup","0890","Greenup","51","890",30008,111396,740601,24605
"G2100910","1850","Kentucky","210","Hancock","0910","Hancock","51","910",17775,44274,455308,28525
"G2100930","1850","Kentucky","210","Hardin","0930","Hardin","51","930",108282,257081,1558244,122440
"G2100950","1850","Kentucky","210","Harlan","0950","Harlan","51","950",19052,288717,297947,5457
"G2100970","1850","Kentucky","210","Harrison","0970","Harrison","51","970",137883,63238,3420627,109984
"G2100990","1850","Kentucky","210","Hart","0990","Hart","51","990",47659,135584,626926,41532
"G2101010","1850","Kentucky","210","Henderson","1010","Henderson","51","1010",70432,160711,2014355,76667
"G2101030","1850","Kentucky","210","Henry","1030","Henry","51","1030",118714,44496,2687743,75309
"G2101050","1850","Kentucky","210","Hickman","1050","Hickman","51","1050",21874,62939,379405,21705
"G2101070","1850","Kentucky","210","Hopkins","1070","Hopkins","51","1070",70065,204441,976498,54764
"G2101110","1850","Kentucky","210","Jefferson","1110","Jefferson","51","1110",90720,65928,5393981,128562
"G2101130","1850","Kentucky","210","Jessamine","1130","Jessamine","51","1130",65485,42304,3287120,69356
"G2101150","1850","Kentucky","210","Johnson","1150","Johnson","51","1150",15094,110382,253927,7357
"G2101170","1850","Kentucky","210","Kenton","1170","Kenton","51","1170",41616,36915,2426710,41660
"G2101210","1850","Kentucky","210","Knox","1210","Knox","51","1210",32595,127548,419626,20113
"G2101230","1850","Kentucky","210","Larue","1230","Larue","51","1230",32961,75335,510300,36368
"G2101250","1850","Kentucky","210","Laurel","1250","Laurel","51","1250",22759,152864,261468,16101
"G2101270","1850","Kentucky","210","Lawrence","1270","Lawrence","51","1270",26665,173411,447796,11015
"G2101330","1850","Kentucky","210","Letcher","1330","Letcher","51","1330",11261,89328,151618,6570
"G2101350","1850","Kentucky","210","Lewis","1350","Lewis","51","1350",34662,86054,816528,42723
"G2101370","1850","Kentucky","210","Lincoln","1370","Lincoln","51","1370",90094,77288,2285321,49620
"G2101390","1850","Kentucky","210","Livingston","1390","Livingston","51","1390",26902,96758,492276,23259
"G2101410","1850","Kentucky","210","Logan","1410","Logan","51","1410",105036,167760,1857252,114515
"G2101450","1850","Kentucky","210","McCracken","1450","Mccracken","51","1450",16477,46399,309851,21371
"G2101510","1850","Kentucky","210","Madison","1510","Madison","51","1510",149164,102331,4698009,87121
"G2101550","1850","Kentucky","210","Marion","1550","Marion","51","1550",86959,125741,2542902,86377
"G2101570","1850","Kentucky","210","Marshall","1570","Marshall","51","1570",18521,67930,200593,19367
"G2101610","1850","Kentucky","210","Mason","1610","Mason","51","1610",93559,56884,4804154,115348
"G2101630","1850","Kentucky","210","Meade","1630","Meade","51","1630",40366,80573,634378,37702
"G2101670","1850","Kentucky","210","Mercer","1670","Mercer","51","1670",97281,48454,3021391,91871
"G2101710","1850","Kentucky","210","Monroe","1710","Monroe","51","1710",43662,91922,448494,32176
"G2101730","1850","Kentucky","210","Montgomery","1730","Montgomery","51","1730",99296,121970,2994255,65259
"G2101750","1850","Kentucky","210","Morgan","1750","Morgan","51","1750",31742,260193,524225,15549
"G2101770","1850","Kentucky","210","Muhlenberg","1770","Muhlenberg","51","1770",50935,202285,716694,48383
"G2101790","1850","Kentucky","210","Nelson","1790","Nelson","51","1790",112574,96702,2858553,120482
"G2101810","1850","Kentucky","210","Nicholas","1810","Nicholas","51","1810",57092,49908,2108677,63310
"G2101830","1850","Kentucky","210","Ohio","1830","Ohio","51","1830",55196,165500,829147,50057
"G2101850","1850","Kentucky","210","Oldham","1850","Oldham","51","1850",59490,30406,1572031,60930
"G2101870","1850","Kentucky","210","Owen","1870","Owen","51","1870",64755,95840,1748243,53433
"G2101890","1850","Kentucky","210","Owsley","1890","Owsley","51","1890",14887,226241,358907,10241
"G2101910","1850","Kentucky","210","Pendleton","1910","Pendleton","51","1910",39977,86779,999910,45065
"G2101930","1850","Kentucky","210","Perry","1930","Perry","51","1930",14145,279673,223305,9958
"G2101950","1850","Kentucky","210","Pike","1950","Pike","51","1950",18474,178006,368880,9903
"G2101990","1850","Kentucky","210","Pulaski","1990","Pulaski","51","1990",75529,247002,1099541,49171
"G2102030","1850","Kentucky","210","Rockcastle","2030","Rockcastle","51","2030",25938,73463,277727,14827
"G2102070","1850","Kentucky","210","Russell","2070","Russell","51","2070",42342,87997,356512,19528
"G2102090","1850","Kentucky","210","Scott","2090","Scott","51","2090",126756,27684,4886877,91698
"G2102110","1850","Kentucky","210","Shelby","2110","Shelby","51","2110",147170,76556,5942763,151251
"G2102130","1850","Kentucky","210","Simpson","2130","Simpson","51","2130",45296,72419,707210,47539
"G2102150","1850","Kentucky","210","Spencer","2150","Spencer","51","2150",77496,39319,1917535,69133
"G2102170","1850","Kentucky","210","Taylor","2170","Taylor","51","2170",45888,70833,527282,30856
"G2102190","1850","Kentucky","210","Todd","2190","Todd","51","2190",78511,108805,1395157,100983
"G2102210","1850","Kentucky","210","Trigg","2210","Trigg","51","2210",50143,14816,702295,42299
"G2102230","1850","Kentucky","210","Trimble","2230","Trimble","51","2230",37287,38002,963197,32849
"G2102250","1850","Kentucky","210","Union","2250","Union","51","2250",52453,141403,1142307,62282
"G2102270","1850","Kentucky","210","Warren","2270","Warren","51","2270",91507,155325,1759540,84711
"G2102290","1850","Kentucky","210","Washington","2290","Washington","51","2290",102441,83802,2176912,76002
"G2102310","1850","Kentucky","210","Wayne","2310","Wayne","51","2310",69532,190897,872300,48215
"G2102350","1850","Kentucky","210","Whitley","2350","Whitley","51","2350",38863,214207,506470,25003
"G2102390","1850","Kentucky","210","Woodford","2390","Woodford","51","2390",108828,7347,4363917,81109
"G2200050","1850","Louisiana","220","Ascension","0050","Ascension","45","50",28346,65138,6335270,786425
