GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ACD001,ACN001,ACZ001,ACZ002,ACZ003,ACZ004,ACZ005,ACZ006,ACZ007,ACZ008,ACZ009,ACZ010,ACZ011,ACZ012,ACZ013,ACZ014,ACZ015,ACZ016,ACZ017,ACZ018,ACZ019,ACZ020,ACZ021,ACZ022,ACZ023,ACZ024
"G2801030","1840","Mississippi","280","Noxubee","1030","Noxubee","46","1030",9975,0,0,0,0,0,0,0,0,0,0,0,1,0,1080,1081,664,268,77,0,1045,1020,619,253,50,0
"G2801050","1840","Mississippi","280","Oktibbeha","1050","Oktibbeha","46","1050",4276,0,2,3,0,0,4,0,2,0,2,0,2,0,368,353,212,102,33,0,424,400,185,104,16,0
"G2801070","1840","Mississippi","280","Panola","1070","Panola","46","1070",4657,0,0,1,2,1,0,0,0,1,0,0,0,0,460,440,280,108,23,0,364,406,203,103,28,0
"G2801110","1840","Mississippi","280","Perry","1110","Perry","46","1110",1889,0,1,2,0,0,0,0,2,3,1,1,0,0,106,65,28,17,2,0,78,86,42,26,4,0
"G2801130","1840","Mississippi","280","Pike","1130","Pike","46","1130",6151,0,4,3,2,0,0,0,5,3,3,0,1,0,459,357,219,90,34,1,441,407,236,93,36,1
"G2801150","1840","Mississippi","280","Pontotoc","1150","Pontotoc","46","1150",4491,0,0,0,2,0,0,0,0,0,0,1,0,0,298,269,135,68,17,0,292,264,161,66,23,0
"G2801210","1840","Mississippi","280","Rankin","1210","Rankin","46","1210",4631,0,1,0,0,1,1,0,0,0,0,0,0,0,292,298,197,87,24,1,333,317,198,82,22,0
"G2801230","1840","Mississippi","280","Scott","1230","Scott","46","1230",1653,0,0,0,0,1,1,0,0,0,0,0,0,0,92,68,45,15,5,0,66,93,50,25,3,0
"G2801270","1840","Mississippi","280","Simpson","1270","Simpson","46","1270",3380,0,0,0,0,0,0,0,0,0,0,0,0,0,164,153,86,23,7,0,179,163,89,39,4,0
"G2801290","1840","Mississippi","280","Smith","1290","Smith","46","1290",1961,0,0,0,0,0,0,0,0,0,0,0,0,0,86,67,31,14,4,0,79,73,44,16,5,0
"G2801350","1840","Mississippi","280","Tallahatchie","1350","Tallahatchie","46","1350",2985,0,0,1,0,1,0,0,0,0,0,0,0,0,268,307,160,75,32,0,267,244,149,78,11,0
"G2801390","1840","Mississippi","280","Tippah","1390","Tippah","46","1390",9444,0,0,1,0,0,0,0,0,0,0,0,0,0,394,379,167,86,16,1,391,403,174,97,26,0
"G2801410","1840","Mississippi","280","Tishomingo","1410","Tishomingo","46","1410",6681,0,0,0,0,0,1,0,0,0,0,0,0,0,152,151,44,29,12,1,157,171,70,31,9,1
"G2801430","1840","Mississippi","280","Tunica","1430","Tunica","46","1430",821,0,0,0,0,1,1,0,0,0,0,1,1,0,37,53,21,12,5,0,42,49,19,10,3,0
"G2801490","1840","Mississippi","280","Warren","1490","Warren","46","1490",15820,0,11,7,15,10,7,0,13,7,23,9,2,0,1399,1537,1462,621,151,0,1571,1681,1453,508,110,0
"G2801510","1840","Mississippi","280","Washington","1510","Washington","46","1510",7287,0,0,1,0,0,0,0,2,1,0,1,1,0,830,1088,1093,379,75,1,876,1084,895,240,64,2
"G2801530","1840","Mississippi","280","Wayne","1530","Wayne","46","1530",2120,0,0,0,0,0,0,0,0,0,0,0,0,0,213,151,79,48,17,0,166,148,97,34,26,0
"G2801570","1840","Mississippi","280","Wilkinson","1570","Wilkinson","46","1570",14193,0,4,3,1,3,1,0,4,3,2,4,5,0,1656,1642,1259,626,158,0,1733,1775,1327,577,139,2
"G2801590","1840","Mississippi","280","Winston","1590","Winston","46","1590",4650,0,0,0,0,0,0,0,0,0,0,0,0,0,301,283,123,80,24,0,272,264,143,68,31,0
"G2801610","1840","Mississippi","280","Yalobusha","1610","Yalobusha","46","1610",12248,0,2,0,1,1,0,0,2,0,0,1,0,0,1054,961,548,226,74,0,1010,961,534,180,53,0
"G2801630","1840","Mississippi","280","Yazoo","1630","Yazoo","46","1630",10480,0,3,5,2,2,3,0,3,3,2,0,2,0,1085,1151,938,377,60,2,1152,1236,923,337,78,0
"G2900070","1840","Missouri","290","Audrain","0070","Audrain","34","70",1949,0,0,0,0,0,0,0,1,1,0,0,0,0,41,29,11,6,2,0,34,40,21,9,2,0
"G2900090","1840","Missouri","290","Barry","0090","Barry","34","90",4795,0,1,3,0,0,1,0,0,2,0,0,1,0,44,53,18,9,2,0,53,57,18,12,3,0
"G2900150","1840","Missouri","290","Benton","0150","Benton","34","150",4205,0,0,0,0,0,0,0,0,0,0,0,0,0,50,57,22,12,1,0,29,54,25,5,6,0
"G2900190","1840","Missouri","290","Boone","0190","Boone","34","190",13561,0,2,1,1,3,6,1,1,0,1,3,5,0,590,577,207,110,22,0,527,581,237,122,34,1
"G2900210","1840","Missouri","290","Buchanan","0210","Buchanan","34","210",6237,0,4,0,0,2,0,0,0,0,0,0,0,0,47,54,7,4,0,0,41,55,15,3,1,0
"G2900250","1840","Missouri","290","Caldwell","0250","Caldwell","34","250",1458,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,2,3,0,0,9,21,5,3,0,0
"G2900270","1840","Missouri","290","Callaway","0270","Callaway","34","270",11765,0,3,0,1,6,3,0,2,1,1,3,2,0,570,542,223,138,39,1,618,596,249,135,31,0
"G2900310","1840","Missouri","290","Cape Girardeau","0310","Cape Girardeau","34","310",9359,0,4,0,0,2,5,0,1,0,2,0,0,0,230,243,113,61,17,0,241,225,109,68,18,0
"G2900330","1840","Missouri","290","Carroll","0330","Carroll","34","330",2423,0,0,0,0,0,0,0,0,0,0,0,0,0,64,56,18,11,3,0,35,47,21,10,3,0
"G2900410","1840","Missouri","290","Chariton","0410","Chariton","34","410",4746,0,1,3,1,4,1,0,2,4,0,2,2,0,212,163,69,34,6,0,193,191,81,49,19,0
"G2900450","1840","Missouri","290","Clark","0450","Clark","34","450",2846,0,0,1,1,0,0,0,0,0,0,1,0,0,82,85,31,10,4,1,73,75,40,13,6,0
"G2900470","1840","Missouri","290","Clay","0470","Clay","34","470",8282,0,5,4,2,3,3,0,4,6,2,4,1,0,395,342,130,62,9,0,353,341,166,64,13,0
"G2900490","1840","Missouri","290","Clinton","0490","Clinton","34","490",2724,0,0,0,0,1,0,0,1,0,0,1,0,0,35,36,10,6,1,0,37,45,12,8,1,0
"G2900510","1840","Missouri","290","Cole","0510","Cole","34","510",9286,0,3,3,16,6,0,0,0,1,2,3,0,0,205,208,95,73,9,0,211,203,108,55,12,0
"G2900530","1840","Missouri","290","Cooper","0530","Cooper","34","530",10484,0,2,1,2,2,0,0,0,1,0,1,1,5,410,387,164,83,21,1,390,392,188,96,25,0
"G2900550","1840","Missouri","290","Crawford","0550","Crawford","34","550",3561,0,0,0,0,0,0,0,0,0,0,0,0,0,32,45,7,6,1,0,34,28,19,9,3,0
"G2900610","1840","Missouri","290","Daviess","0610","Daviess","34","610",2736,0,0,1,0,0,0,0,1,0,0,0,0,0,31,12,6,6,0,1,29,32,13,3,1,0
"G2900710","1840","Missouri","290","Franklin","0710","Franklin","34","710",7515,0,1,3,1,3,1,0,1,0,1,1,2,0,184,193,82,54,15,0,179,194,86,48,19,0
"G2900730","1840","Missouri","290","Gasconade","0730","Gasconade","34","730",5330,0,0,1,0,0,0,0,0,0,0,0,0,0,62,63,21,10,1,1,73,61,36,11,3,0
"G2900770","1840","Missouri","290","Greene","0770","Greene","34","770",5372,0,0,0,1,0,0,0,0,1,0,0,0,0,133,134,43,16,4,0,132,137,50,25,3,0
"G2900890","1840","Missouri","290","Howard","0890","Howard","34","890",13108,0,7,6,3,5,2,0,4,7,3,6,1,0,718,677,266,141,41,2,678,628,330,168,34,0
"G2900950","1840","Missouri","290","Jackson","0950","Jackson","34","950",7612,0,0,0,0,0,3,0,0,0,2,1,0,0,269,262,95,51,9,0,240,258,115,49,13,0
"G2900990","1840","Missouri","290","Jefferson","0990","Jefferson","34","990",4296,0,2,2,0,2,0,0,3,0,0,3,0,0,61,70,29,22,6,0,40,51,25,17,3,0
"G2901010","1840","Missouri","290","Johnson","1010","Johnson","34","1010",4471,0,2,0,0,1,0,0,0,0,1,0,0,0,92,97,40,14,6,0,111,110,51,29,6,0
"G2901070","1840","Missouri","290","Lafayette","1070","Lafayette","34","1070",6815,0,7,2,1,3,0,0,8,1,1,3,0,0,407,355,144,64,6,1,366,381,173,71,22,0
"G2901110","1840","Missouri","290","Lewis","1110","Lewis","34","1110",6040,0,0,0,1,5,1,0,0,0,0,2,0,0,185,215,58,39,6,1,216,211,82,41,11,0
"G2901130","1840","Missouri","290","Lincoln","1130","Lincoln","34","1130",7449,0,0,0,1,1,1,0,0,0,0,0,1,0,290,293,123,57,9,0,293,294,126,69,18,0
"G2901150","1840","Missouri","290","Linn","1150","Linn","34","1150",2245,0,0,0,0,0,0,0,0,0,0,0,0,0,36,29,7,5,2,2,25,25,9,2,1,0
"G2901170","1840","Missouri","290","Livingston","1170","Livingston","34","1170",4325,0,0,0,0,0,0,0,1,1,0,0,0,0,50,38,21,6,0,0,50,48,18,9,1,0
"G2901210","1840","Missouri","290","Macon","1210","Macon","34","1210",6034,0,0,1,0,0,0,0,0,0,0,0,0,0,25,52,25,9,2,0,32,49,13,14,4,0
"G2901230","1840","Missouri","290","Madison","1230","Madison","34","1230",3395,0,3,4,2,2,2,0,4,1,2,1,1,0,118,92,60,42,7,0,106,105,47,28,6,0
"G2901270","1840","Missouri","290","Marion","1270","Marion","34","1270",9623,0,6,5,11,6,0,0,4,2,2,3,3,0,403,440,170,88,13,0,413,484,207,100,23,1
"G2901310","1840","Missouri","290","Miller","1310","Miller","34","1310",2282,0,0,0,0,0,0,0,0,1,0,0,0,0,22,20,12,5,1,0,14,25,4,6,2,0
"G2901370","1840","Missouri","290","Monroe","1370","Monroe","34","1370",9505,0,0,1,0,1,2,0,0,0,0,1,0,0,330,297,100,57,10,0,324,335,133,76,25,0
"G2901390","1840","Missouri","290","Montgomery","1390","Montgomery","34","1390",4371,0,8,2,0,2,1,0,1,4,2,0,0,0,157,165,56,27,11,0,140,168,52,43,8,0
"G2901410","1840","Missouri","290","Morgan","1410","Morgan","34","1410",4407,0,0,4,0,0,0,0,0,0,0,0,0,0,94,96,31,16,5,0,107,91,45,22,5,0
"G2901430","1840","Missouri","290","New Madrid","1430","New Madrid","34","1430",4554,0,0,1,0,1,0,0,0,2,0,1,0,0,151,139,53,53,9,1,148,126,80,28,13,0
"G2901450","1840","Missouri","290","Newton","1450","Newton","34","1450",3790,0,0,2,1,1,0,0,0,0,0,1,0,0,21,36,7,9,0,0,34,32,19,9,2,0
"G2901570","1840","Missouri","290","Perry","1570","Perry","34","1570",5760,0,0,0,1,2,2,0,3,2,1,0,2,1,145,132,50,32,16,0,164,119,67,41,12,0
"G2901590","1840","Missouri","290","Pettis","1590","Pettis","34","1590",2930,0,0,0,1,0,0,0,0,0,0,0,0,0,100,111,35,16,2,0,108,94,46,28,12,0
"G2901630","1840","Missouri","290","Pike","1630","Pike","34","1630",10646,0,1,1,0,2,2,0,3,0,0,5,3,0,447,465,169,82,32,0,441,470,206,126,34,0
"G2901650","1840","Missouri","290","Platte","1650","Platte","34","1650",8913,0,1,2,0,1,0,0,0,1,0,0,1,0,150,160,63,22,10,0,161,186,77,27,2,0
"G2901670","1840","Missouri","290","Polk","1670","Polk","34","1670",8449,0,0,0,2,1,1,0,0,4,0,0,1,0,77,91,20,12,3,0,99,100,36,20,4,0
"G2901690","1840","Missouri","290","Pulaski","1690","Pulaski","34","1690",6529,0,0,0,0,0,0,0,1,0,0,0,0,0,30,35,13,8,3,0,39,37,15,9,1,0
"G2901730","1840","Missouri","290","Ralls","1730","Ralls","34","1730",5670,0,2,0,2,2,2,0,1,0,1,0,1,0,237,238,85,42,10,0,223,215,99,47,13,0
"G2901750","1840","Missouri","290","Randolph","1750","Randolph","34","1750",7198,0,2,1,0,2,0,0,4,1,2,0,0,0,264,265,92,49,12,0,265,291,99,81,18,1
"G2901770","1840","Missouri","290","Ray","1770","Ray","34","1770",6553,0,0,2,0,1,1,0,0,1,0,0,0,0,175,159,45,39,7,1,128,169,73,34,4,0
"G2901810","1840","Missouri","290","Ripley","1810","Ripley","34","1810",2856,0,0,1,0,1,0,0,0,0,0,0,0,0,17,10,7,1,0,0,16,18,7,1,0,0
"G2901815","1840","Missouri","290","Rives","1815","Rives","34","830",4726,0,0,1,0,1,1,0,1,0,0,0,0,0,127,129,40,18,6,1,106,123,52,23,11,0
"G2901830","1840","Missouri","290","St Charles","1830","St Charles","34","1830",7911,0,1,4,3,2,1,0,5,5,4,2,1,0,329,293,95,64,15,2,277,305,130,71,16,0
"G2901860","1840","Missouri","290","Ste Genevieve","1860","Ste Genevieve","34","1930",3148,0,7,5,1,1,5,0,2,3,0,4,9,0,100,98,50,36,7,0,84,81,54,28,10,0
"G2901870","1840","Missouri","290","St Francois","1870","St Francois","34","1870",3211,0,3,0,1,1,0,0,6,1,2,2,0,0,100,106,40,27,4,0,73,91,32,22,6,0
"G2901890","1840","Missouri","290","St Louis","1890","St Louis","34","1890",35979,16469,82,117,191,67,17,0,70,96,107,68,43,0,700,812,499,230,57,0,711,874,434,249,50,0
"G2901950","1840","Missouri","290","Saline","1950","Saline","34","1950",5258,0,1,1,0,2,0,0,1,2,0,1,0,0,312,281,118,77,14,0,302,269,150,79,13,0
"G2902010","1840","Missouri","290","Scott","2010","Scott","34","2010",5974,0,3,0,4,0,1,0,2,3,2,3,0,0,172,152,87,32,6,0,182,185,73,30,9,0
"G2902050","1840","Missouri","290","Shelby","2050","Shelby","34","2050",3056,0,3,2,0,2,0,0,2,0,2,0,0,0,94,113,17,17,4,0,72,86,26,25,4,0
"G2902070","1840","Missouri","290","Stoddard","2070","Stoddard","34","2070",3153,0,0,0,0,0,1,0,0,0,0,0,0,0,15,11,5,4,2,0,11,17,4,2,0,0
"G2902130","1840","Missouri","290","Taney","2130","Taney","34","2130",3264,0,3,0,2,0,1,0,4,0,2,0,0,0,7,13,2,0,0,0,7,3,7,1,0,0
"G2902155","1840","Missouri","290","Van Buren","2155","Van Buren","34","370",4693,0,9,4,5,2,0,0,3,1,4,3,0,0,42,40,16,8,0,0,29,56,18,4,1,0
"G2902190","1840","Missouri","290","Warren","2190","Warren","34","2190",4253,0,0,0,1,0,1,0,0,0,0,0,0,0,149,116,42,28,7,0,126,133,52,33,10,0
"G2902210","1840","Missouri","290","Washington","2210","Washington","34","2210",7213,0,13,1,2,1,6,0,5,3,3,4,4,0,166,176,90,50,16,1,169,135,80,29,10,1
"G2902230","1840","Missouri","290","Wayne","2230","Wayne","34","2230",3403,0,1,2,4,1,0,0,0,0,0,0,4,0,61,53,13,16,3,0,58,73,22,19,4,0
"G3300050","1840","New Hampshire","330","Cheshire","0050","Cheshire","4","50",26429,0,7,7,4,4,3,0,2,5,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3300070","1840","New Hampshire","330","Coos","0070","Coos","4","70",9849,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3300090","1840","New Hampshire","330","Grafton","0090","Grafton","4","90",42311,0,3,2,4,2,1,0,4,5,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3300110","1840","New Hampshire","330","Hillsborough","0110","Hillsborough","4","110",42494,9289,8,8,7,12,9,0,8,13,9,9,12,0,0,0,0,0,0,0,0,1,0,0,0,0
"G3300130","1840","New Hampshire","330","Merrimack","0130","Merrimack","4","130",36253,4897,13,20,10,8,9,0,12,12,9,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0
"G3300150","1840","New Hampshire","330","Rockingham","0150","Rockingham","4","150",45771,7887,20,25,11,15,8,0,20,17,28,27,28,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3300170","1840","New Hampshire","330","Strafford","0170","Strafford","4","170",61127,6458,2,1,2,5,0,0,1,11,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3300190","1840","New Hampshire","330","Sullivan","0190","Sullivan","4","190",20340,0,4,4,3,2,3,0,3,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3400010","1840","New Jersey","340","Atlantic","0010","Atlantic","12","10",8726,0,29,32,28,20,11,0,35,40,17,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3400030","1840","New Jersey","340","Bergen","0030","Bergen","12","30",13223,0,251,314,164,93,21,0,215,243,145,61,22,0,0,0,3,72,43,0,0,1,0,46,57,0
"G3400050","1840","New Jersey","340","Burlington","0050","Burlington","12","50",32831,0,246,212,152,163,54,1,231,201,191,125,66,1,0,0,0,0,0,0,0,0,0,1,0,0
"G3400090","1840","New Jersey","340","Cape May","0090","Cape May","12","90",5324,0,20,27,14,16,15,0,30,28,16,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3400110","1840","New Jersey","340","Cumberland","0110","Cumberland","12","110",14374,0,157,123,84,72,38,1,144,122,70,58,26,1,0,0,0,0,0,0,0,0,0,0,0,0
"G3400130","1840","New Jersey","340","Essex","0130","Essex","12","130",44621,21474,250,244,185,170,49,1,224,308,228,159,87,3,0,0,0,3,10,0,0,0,0,1,6,0
"G3400150","1840","New Jersey","340","Gloucester","0150","Gloucester","12","150",25438,3371,262,200,138,142,94,0,229,199,156,125,85,1,0,0,0,0,0,0,0,0,0,0,0,0
"G3400170","1840","New Jersey","340","Hudson","0170","Hudson","12","170",9483,3072,42,63,52,25,15,0,26,30,30,21,15,0,0,0,0,2,2,0,0,0,0,5,2,0
"G3400190","1840","New Jersey","340","Hunterdon","0190","Hunterdon","12","190",24789,0,114,133,64,57,21,0,123,129,63,57,17,0,0,0,0,7,9,0,0,0,1,8,10,0
"G3400210","1840","New Jersey","340","Mercer","0210","Mercer","12","210",21502,4035,270,345,239,194,64,0,307,320,284,202,94,0,0,1,1,3,5,0,0,1,2,5,4,0
"G3400230","1840","New Jersey","340","Middlesex","0230","Middlesex","12","230",21893,0,182,248,106,124,55,0,194,265,163,134,63,1,0,0,0,2,8,0,0,0,0,7,11,0
"G3400250","1840","New Jersey","340","Monmouth","0250","Monmouth","12","250",32909,0,294,418,179,157,60,0,310,366,178,148,69,1,0,0,0,10,22,0,0,0,1,22,30,0
"G3400270","1840","New Jersey","340","Morris","0270","Morris","12","270",25844,0,122,173,87,63,40,0,106,151,77,63,29,0,1,0,2,6,8,0,0,2,1,7,10,0
"G3400310","1840","New Jersey","340","Passaic","0310","Passaic","12","310",16734,7596,112,141,69,40,15,0,99,107,60,48,15,0,0,0,0,12,20,0,0,0,0,24,29,1
"G3400330","1840","New Jersey","340","Salem","0330","Salem","12","330",16024,0,293,278,169,148,78,1,259,241,158,110,60,1,0,0,0,0,0,0,0,0,0,0,1,0
"G3400350","1840","New Jersey","340","Somerset","0350","Somerset","12","350",17455,0,242,332,179,107,55,0,197,227,169,94,50,0,0,0,1,17,25,0,0,0,2,37,22,1
"G3400370","1840","New Jersey","340","Sussex","0370","Sussex","12","370",21770,0,57,60,33,16,14,0,47,68,29,15,14,1,0,0,0,1,3,0,0,0,0,2,7,0
"G3400410","1840","New Jersey","340","Warren","0410","Warren","12","410",20366,0,76,86,36,32,12,0,58,61,45,30,17,2,0,0,0,2,2,0,0,0,0,3,1,0
"G3600010","1840","New York","360","Albany","0010","Albany","13","10",68593,33721,152,149,165,89,39,1,164,184,195,105,71,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600030","1840","New York","360","Allegany","0030","Allegany","13","30",40975,0,20,19,9,14,5,0,33,18,10,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600070","1840","New York","360","Broome","0070","Broome","13","70",22338,0,34,25,30,13,7,0,34,26,35,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600090","1840","New York","360","Cattaraugus","0090","Cattaraugus","13","90",28872,0,6,0,3,7,1,0,9,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600110","1840","New York","360","Cayuga","0110","Cayuga","13","110",50338,5626,50,55,64,52,17,0,56,64,42,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600130","1840","New York","360","Chautauqua","0130","Chautauqua","13","130",47975,0,15,12,15,10,5,0,20,21,18,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600150","1840","New York","360","Chemung","0150","Chemung","13","150",20732,0,20,20,16,8,4,0,17,13,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600170","1840","New York","360","Chenango","0170","Chenango","13","170",40785,0,32,56,28,17,7,0,29,53,27,14,9,1,0,0,0,0,0,0,0,0,0,0,0,0
"G3600190","1840","New York","360","Clinton","0190","Clinton","13","190",28157,0,12,18,10,6,2,0,6,13,9,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600210","1840","New York","360","Columbia","0210","Columbia","13","210",43252,5672,196,223,140,119,59,2,179,250,166,136,85,1,0,0,0,0,0,0,0,0,0,0,0,0
"G3600230","1840","New York","360","Cortland","0230","Cortland","13","230",24607,0,4,8,3,5,1,0,4,6,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600250","1840","New York","360","Delaware","0250","Delaware","13","250",35396,0,29,30,20,13,8,0,31,23,18,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600270","1840","New York","360","Dutchess","0270","Dutchess","13","270",52398,0,298,333,219,170,92,0,278,336,243,186,114,1,0,0,0,0,0,0,0,0,0,0,0,0
"G3600290","1840","New York","360","Erie","0290","Erie","13","290",62465,18213,72,65,128,56,7,0,76,85,76,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600310","1840","New York","360","Essex","0310","Essex","13","310",23634,0,18,8,12,8,1,0,10,7,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600330","1840","New York","360","Franklin","0330","Franklin","13","330",16518,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600350","1840","New York","360","Fulton","0350","Fulton","13","350",18049,0,10,23,8,11,6,0,15,18,7,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600370","1840","New York","360","Genesee","0370","Genesee","13","370",59587,0,15,21,20,7,1,0,12,16,15,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600390","1840","New York","360","Greene","0390","Greene","13","390",30446,0,127,137,72,73,36,1,123,143,88,57,34,2,0,0,0,0,0,0,0,0,0,0,0,0
"G3600410","1840","New York","360","Hamilton","0410","Hamilton","13","410",1907,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600430","1840","New York","360","Herkimer","0430","Herkimer","13","430",37477,0,31,46,33,21,12,0,31,54,27,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600450","1840","New York","360","Jefferson","0450","Jefferson","13","450",60984,0,20,24,9,14,3,0,20,17,17,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0
"G3600470","1840","New York","360","Kings","0470","Kings","13","470",47613,36233,352,289,337,287,103,0,333,340,427,254,120,1,0,0,0,0,0,0,1,2,0,0,0,0
"G3600490","1840","New York","360","Lewis","0490","Lewis","13","490",17830,0,7,7,6,2,3,0,8,7,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600510","1840","New York","360","Livingston","0510","Livingston","13","510",35140,0,12,18,16,12,5,0,24,24,12,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600530","1840","New York","360","Madison","0530","Madison","13","530",40008,0,35,39,20,12,10,1,28,35,21,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600550","1840","New York","360","Monroe","0550","Monroe","13","550",64902,20191,84,92,61,80,23,1,66,95,77,60,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600570","1840","New York","360","Montgomery","0570","Montgomery","13","570",35818,0,73,65,52,50,22,1,99,80,67,47,31,1,0,0,0,0,0,0,0,0,0,0,0,0
"G3600610","1840","New York","360","New York","0610","New York","13","610",312710,312710,1565,1526,2087,1437,308,0,1717,2356,3021,1760,569,12,0,0,0,0,0,0,0,0,0,0,0,0
"G3600630","1840","New York","360","Niagara","0630","Niagara","13","630",31132,0,37,38,39,22,7,0,22,19,30,19,7,1,0,0,0,0,0,0,0,0,0,0,0,0
"G3600650","1840","New York","360","Oneida","0650","Oneida","13","650",85310,12782,66,99,72,65,18,3,93,113,48,48,18,1,0,0,0,0,0,0,0,0,0,0,0,0
"G3600670","1840","New York","360","Onondaga","0670","Onondaga","13","670",67911,0,54,65,54,38,18,0,50,97,55,32,13,1,0,0,0,0,0,0,0,0,0,0,0,0
"G3600690","1840","New York","360","Ontario","0690","Ontario","13","690",43501,0,100,82,63,51,18,1,108,101,77,39,24,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600710","1840","New York","360","Orange","0710","Orange","13","710",50739,0,368,283,219,190,64,0,322,296,256,192,100,2,0,0,0,0,0,0,0,0,0,0,0,0
"G3600730","1840","New York","360","Orleans","0730","Orleans","13","730",25127,0,7,10,6,9,5,0,8,7,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600750","1840","New York","360","Oswego","0750","Oswego","13","750",43619,0,42,22,12,23,6,0,29,38,23,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600770","1840","New York","360","Otsego","0770","Otsego","13","770",49628,0,34,41,16,11,9,1,26,34,19,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600790","1840","New York","360","Putnam","0790","Putnam","13","790",12825,0,34,27,12,14,6,0,17,24,16,8,9,0,0,0,0,0,0,0,0,0,0,0,1,0
"G3600810","1840","New York","360","Queens","0810","Queens","13","810",30324,0,460,517,393,275,110,0,516,420,414,271,132,1,0,0,0,0,0,0,0,0,0,0,0,0
"G3600830","1840","New York","360","Rensselaer","0830","Rensselaer","13","830",60259,19334,164,144,135,122,40,3,112,162,141,112,53,2,0,0,0,0,0,0,0,0,0,0,0,0
"G3600850","1840","New York","360","Richmond","0850","Richmond","13","850",10965,0,63,81,50,32,24,0,55,59,57,33,28,1,0,0,0,0,0,0,0,0,0,0,0,0
"G3600870","1840","New York","360","Rockland","0870","Rockland","13","870",11975,0,69,62,59,28,9,0,52,47,54,34,18,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600890","1840","New York","360","St Lawrence","0890","St Lawrence","13","890",56706,0,3,8,2,1,5,0,1,3,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600910","1840","New York","360","Saratoga","0910","Saratoga","13","910",40553,0,84,79,74,44,24,1,78,71,101,60,25,8,0,0,0,0,0,0,0,0,0,0,0,0
"G3600930","1840","New York","360","Schenectady","0930","Schenectady","13","930",17387,6784,37,60,43,24,27,0,49,63,41,38,28,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600950","1840","New York","360","Schoharie","0950","Schoharie","13","950",32358,0,58,52,67,52,24,0,65,57,62,52,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600990","1840","New York","360","Seneca","0990","Seneca","13","990",24874,0,28,33,21,15,3,0,32,23,29,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3601010","1840","New York","360","Steuben","1010","Steuben","13","1010",46138,0,42,40,25,23,15,0,48,35,30,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3601030","1840","New York","360","Suffolk","1030","Suffolk","13","1030",32469,0,300,410,198,166,81,0,258,282,201,174,106,1,0,0,0,0,0,0,0,0,0,0,0,0
"G3601050","1840","New York","360","Sullivan","1050","Sullivan","13","1050",15629,0,12,13,5,6,4,0,8,17,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
